year,month,district,ndvi,lai,evi
2017,1,Buxar,0.346,2.84,0.323
2017,1,Kaimur,0.544,1.67,0.564
2017,1,Bhojpur,0.549,1.66,0.507
2017,1,Arwal,0.519,1.33,0.652
2017,1,Jehanabad,0.57,1.74,0.64
2017,1,Aurangabad,0.593,2.63,0.709
2017,1,Nalanda,0.434,2.84,0.527
2017,1,Sheikhpura,0.37,1.97,0.52
2017,1,Lakhisarai,0.397,1.9,0.452
2017,1,Jamui,0.552,2.87,0.709
2017,1,Munger,0.542,2.05,0.778
2017,1,Banka,0.313,2.47,0.402
2017,1,Nawada,0.459,1.79,0.473
2017,1,Katihar,0.569,2.38,0.771
2017,2,Patna,0.483,2.05,0.632
2017,2,Gaya,0.517,1.02,0.493
2017,2,Bhagalpur,0.41,2.66,0.626
2017,2,Muzaffarpur,0.369,2.26,0.597
2017,2,Darbhanga,0.536,1.8,0.843
2017,2,Purnia,0.349,1.84,0.425
2017,2,Araria,0.471,1.31,0.635
2017,2,Kishanganj,0.518,2.27,0.472
2017,2,West Champaran,0.514,2.16,0.652
2017,2,East Champaran,0.539,2.15,0.683
2017,2,Sheohar,0.598,1.08,0.772
2017,2,Sitamarhi,0.548,2.64,0.604
2017,2,Madhubani,0.562,1.85,0.683
2017,2,Supaul,0.349,2.47,0.49
2017,2,Saharsa,0.389,1.44,0.458
2017,2,Madhepura,0.594,1.88,0.871
2017,2,Khagaria,0.553,2.94,0.751
2017,2,Begusarai,0.551,1.73,0.626
2017,2,Samastipur,0.36,2.6,0.391
2017,2,Vaishali,0.541,2.91,0.658
2017,2,Saran,0.313,1.57,0.408
2017,2,Siwan,0.597,2.83,0.841
2017,2,Gopalganj,0.353,2.35,0.346
2017,2,Rohtas,0.327,2.14,0.423
2017,2,Buxar,0.421,2.09,0.539
2017,2,Kaimur,0.415,2.78,0.343
2017,2,Bhojpur,0.392,2.74,0.603
2017,2,Arwal,0.386,2.62,0.277
2017,2,Jehanabad,0.553,2.62,0.524
2017,2,Aurangabad,0.491,2.92,0.689
2017,2,Nalanda,0.495,2.91,0.677
2017,2,Sheikhpura,0.516,2.64,0.572
2017,2,Lakhisarai,0.513,1.96,0.661
2017,2,Jamui,0.425,2.9,0.53
2017,2,Munger,0.315,1.03,0.498
2017,2,Banka,0.374,2.39,0.447
2017,2,Nawada,0.464,1.58,0.519
2017,2,Katihar,0.461,1.9,0.534
2017,3,Patna,0.287,1.96,0.355
2017,3,Gaya,0.357,0.79,0.561
2017,3,Bhagalpur,0.395,1.93,0.497
2017,3,Muzaffarpur,0.222,1.76,0.128
2017,3,Darbhanga,0.235,1.47,0.221
2017,3,Purnia,0.259,0.7,0.312
2017,3,Araria,0.212,1.96,0.367
2017,3,Kishanganj,0.307,0.56,0.353
2017,3,West Champaran,0.409,0.56,0.379
2017,3,East Champaran,0.401,1.84,0.498
2017,3,Sheohar,0.487,1.29,0.529
2017,3,Sitamarhi,0.431,1.93,0.521
2017,3,Madhubani,0.331,1.69,0.459
2017,3,Supaul,0.428,0.82,0.576
2017,3,Saharsa,0.425,0.72,0.448
2017,3,Madhepura,0.447,1.81,0.565
2017,3,Khagaria,0.406,1.96,0.515
2017,3,Begusarai,0.357,0.72,0.376
2017,3,Samastipur,0.398,1.7,0.522
2017,3,Vaishali,0.228,1.39,0.222
2017,3,Saran,0.44,0.72,0.346
2017,3,Siwan,0.382,1.14,0.632
2017,3,Gopalganj,0.275,0.88,0.291
2017,3,Rohtas,0.281,0.69,0.293
2017,3,Buxar,0.228,1.31,0.358
2017,3,Kaimur,0.367,1.16,0.582
2017,3,Bhojpur,0.39,1.85,0.411
2017,3,Arwal,0.371,1.29,0.462
2017,3,Jehanabad,0.336,1.35,0.382
2017,3,Aurangabad,0.344,1.73,0.421
2017,3,Nalanda,0.359,0.6,0.393
2017,3,Sheikhpura,0.36,1.39,0.531
2017,3,Lakhisarai,0.415,1.5,0.543
2017,3,Jamui,0.455,1.11,0.506
2017,3,Munger,0.239,1.41,0.418
2017,3,Banka,0.295,0.89,0.276
2017,3,Nawada,0.46,1.42,0.578
2017,3,Katihar,0.426,0.85,0.455
2017,4,Patna,0.49,1.06,0.574
2017,4,Gaya,0.383,1.28,0.489
2017,4,Bhagalpur,0.498,1.11,0.637
2017,4,Muzaffarpur,0.213,1.83,0.216
2017,4,Darbhanga,0.233,1.36,0.184
2017,4,Purnia,0.453,1.39,0.669
2017,4,Araria,0.319,0.99,0.412
2017,4,Kishanganj,0.309,0.98,0.289
2017,4,West Champaran,0.485,0.91,0.55
2017,4,East Champaran,0.306,1.99,0.408
2017,4,Sheohar,0.321,1.48,0.286
2017,4,Sitamarhi,0.379,1.92,0.31
2017,4,Madhubani,0.285,0.87,0.329
2017,4,Supaul,0.369,0.69,0.436
2017,4,Saharsa,0.353,0.78,0.406
2017,4,Madhepura,0.228,1.75,0.314
2017,4,Khagaria,0.321,1.73,0.385
2017,4,Begusarai,0.334,1.34,0.202
2017,4,Samastipur,0.32,1.25,0.302
2017,4,Vaishali,0.405,1.57,0.66
2017,4,Saran,0.425,1.21,0.535
2017,4,Siwan,0.357,1.34,0.498
2017,4,Gopalganj,0.392,2.0,0.464
2017,4,Rohtas,0.384,1.63,0.511
2017,4,Buxar,0.423,1.47,0.76
2017,4,Kaimur,0.419,1.78,0.409
2017,4,Bhojpur,0.238,0.92,0.451
2017,4,Arwal,0.319,0.86,0.28
2017,4,Jehanabad,0.21,1.76,0.074
2017,4,Aurangabad,0.359,0.68,0.347
2017,4,Nalanda,0.319,1.63,0.47
2017,4,Sheikhpura,0.34,1.05,0.483
2017,4,Lakhisarai,0.449,0.76,0.596
2017,4,Jamui,0.286,0.8,0.376
2017,4,Munger,0.354,0.82,0.388
2017,4,Banka,0.294,1.83,0.406
2017,4,Nawada,0.262,1.83,0.203
2017,4,Katihar,0.343,1.05,0.332
2017,5,Patna,0.261,1.01,0.395
2017,5,Gaya,0.446,1.64,0.588
2017,5,Bhagalpur,0.202,1.14,0.325
2017,5,Muzaffarpur,0.444,1.84,0.6
2017,5,Darbhanga,0.377,2.0,0.555
2017,5,Purnia,0.234,0.72,0.276
2017,5,Araria,0.377,0.69,0.395
2017,5,Kishanganj,0.376,1.97,0.516
2017,5,West Champaran,0.455,1.05,0.638
2017,5,East Champaran,0.365,0.75,0.382
2017,5,Sheohar,0.298,1.49,0.405
2017,5,Sitamarhi,0.413,0.91,0.413
2017,5,Madhubani,0.319,1.9,0.462
2017,5,Supaul,0.355,0.82,0.494
2017,5,Saharsa,0.377,1.66,0.191
2017,5,Madhepura,0.495,0.64,0.487
2017,5,Khagaria,0.297,1.72,0.469
2017,5,Begusarai,0.422,0.56,0.711
2017,5,Samastipur,0.484,0.79,0.557
2017,5,Vaishali,0.411,0.85,0.431
2017,5,Saran,0.215,0.59,0.198
2017,5,Siwan,0.312,0.76,0.334
2017,5,Gopalganj,0.303,1.17,0.28
2017,5,Rohtas,0.343,1.72,0.486
2017,5,Buxar,0.496,1.34,0.791
2017,5,Kaimur,0.346,0.75,0.314
2017,5,Bhojpur,0.338,1.97,0.269
2017,5,Arwal,0.484,1.08,0.669
2017,5,Jehanabad,0.317,1.42,0.209
2017,5,Aurangabad,0.34,1.0,0.465
2017,5,Nalanda,0.421,0.68,0.439
2017,5,Sheikhpura,0.292,1.0,0.399
2017,5,Lakhisarai,0.497,1.38,0.626
2017,5,Jamui,0.495,0.77,0.742
2017,5,Munger,0.381,1.7,0.539
2017,5,Banka,0.38,1.74,0.482
2017,5,Nawada,0.253,0.89,0.418
2017,5,Katihar,0.328,1.44,0.375
2017,6,Patna,0.319,1.71,0.423
2017,6,Gaya,0.373,1.1,0.318
2017,6,Bhagalpur,0.412,0.54,0.45
2017,6,Muzaffarpur,0.438,0.96,0.624
2017,6,Darbhanga,0.256,1.08,0.372
2017,6,Purnia,0.32,1.91,0.479
2017,6,Araria,0.323,1.03,0.317
2017,6,Kishanganj,0.339,1.79,0.381
2017,6,West Champaran,0.343,1.22,0.342
2017,6,East Champaran,0.267,1.35,0.269
2017,6,Sheohar,0.378,0.83,0.586
2017,6,Sitamarhi,0.428,0.98,0.317
2017,6,Madhubani,0.281,1.6,0.454
2017,6,Supaul,0.263,1.66,0.32
2017,6,Saharsa,0.249,1.38,0.244
2017,6,Madhepura,0.385,1.26,0.432
2017,6,Khagaria,0.346,1.39,0.563
2017,6,Begusarai,0.239,1.57,0.176
2017,6,Samastipur,0.374,1.23,0.41
2017,6,Vaishali,0.289,0.85,0.281
2017,6,Saran,0.486,1.87,0.441
2017,6,Siwan,0.473,1.62,0.59
2017,6,Gopalganj,0.212,1.24,0.188
2017,6,Rohtas,0.215,1.2,0.274
2017,6,Buxar,0.201,0.57,0.212
2017,6,Kaimur,0.344,1.53,0.566
2017,6,Bhojpur,0.342,0.6,0.524
2017,6,Arwal,0.235,1.56,0.278
2017,6,Jehanabad,0.214,1.99,0.14
2017,6,Aurangabad,0.478,1.44,0.65
2017,6,Nalanda,0.373,1.14,0.473
2017,6,Sheikhpura,0.31,1.78,0.191
2017,6,Lakhisarai,0.209,1.3,0.241
2017,6,Jamui,0.379,0.98,0.449
2017,6,Munger,0.488,1.42,0.667
2017,6,Banka,0.267,1.34,0.333
2017,6,Nawada,0.363,0.62,0.454
2017,6,Katihar,0.466,1.97,0.6
2017,7,Patna,0.744,5.41,0.929
2017,7,Gaya,0.674,3.04,0.815
2017,7,Bhagalpur,0.656,3.38,0.709
2017,7,Muzaffarpur,0.666,3.29,0.788
2017,7,Darbhanga,0.746,3.8,0.808
2017,7,Purnia,0.755,3.39,0.9
2017,7,Araria,0.63,3.93,0.785
2017,7,Kishanganj,0.888,4.38,1.103
2017,7,West Champaran,0.694,5.91,0.791
2017,7,East Champaran,0.815,3.05,1.018
2017,7,Sheohar,0.633,4.45,0.68
2017,7,Sitamarhi,0.779,5.15,1.052
2017,7,Madhubani,0.827,4.19,1.053
2017,7,Supaul,0.727,4.98,0.906
2017,7,Saharsa,0.671,5.25,0.744
2017,7,Madhepura,0.808,4.66,1.23
2017,7,Khagaria,0.83,5.58,0.933
2017,7,Begusarai,0.893,4.95,1.169
2017,7,Samastipur,0.697,3.13,0.839
2017,7,Vaishali,0.668,4.47,0.814
2017,7,Saran,0.719,5.85,0.531
2017,7,Siwan,0.838,4.17,0.847
2017,7,Gopalganj,0.659,5.31,0.772
2017,7,Rohtas,0.687,3.12,0.935
2017,7,Buxar,0.662,4.0,0.882
2017,7,Kaimur,0.831,3.5,1.109
2017,7,Bhojpur,0.613,4.41,0.852
2017,7,Arwal,0.762,5.79,0.848
2017,7,Jehanabad,0.618,4.09,0.643
2017,7,Aurangabad,0.775,3.12,0.905
2017,7,Nalanda,0.814,3.11,0.857
2017,7,Sheikhpura,0.64,5.16,0.753
2017,7,Lakhisarai,0.832,5.22,0.878
2017,7,Jamui,0.899,5.93,1.003
2017,7,Munger,0.778,3.63,0.946
2017,7,Banka,0.833,3.23,0.839
2017,7,Nawada,0.806,3.31,0.979
2017,7,Katihar,0.897,5.26,1.197
2017,8,Patna,0.749,3.42,0.799
2017,8,Gaya,0.872,3.69,1.057
2017,8,Bhagalpur,0.86,3.91,0.96
2017,8,Muzaffarpur,0.812,4.58,0.873
2017,8,Darbhanga,0.632,3.41,0.607
2017,8,Purnia,0.856,4.72,0.912
2017,8,Araria,0.656,3.09,0.818
2017,8,Kishanganj,0.854,5.35,0.964
2017,8,West Champaran,0.837,3.78,1.001
2017,8,East Champaran,0.616,4.18,0.564
2017,8,Sheohar,0.705,4.94,0.798
2017,8,Sitamarhi,0.611,5.33,0.759
2017,8,Madhubani,0.758,4.6,0.906
2017,8,Supaul,0.659,5.04,0.826
2017,8,Saharsa,0.845,4.51,1.028
2017,8,Madhepura,0.722,3.1,1.062
2017,8,Khagaria,0.652,4.44,0.893
2017,8,Begusarai,0.633,3.15,0.726
2017,8,Samastipur,0.626,5.03,0.924
2017,8,Vaishali,0.647,4.55,0.9
2017,8,Saran,0.83,5.05,0.904
2017,8,Siwan,0.861,4.58,1.019
2017,8,Gopalganj,0.867,4.32,0.963
2017,8,Rohtas,0.725,4.84,0.765
2017,8,Buxar,0.831,3.73,0.944
2017,8,Kaimur,0.88,3.49,1.001
2017,8,Bhojpur,0.704,4.46,0.957
2017,8,Arwal,0.634,3.32,0.778
2017,8,Jehanabad,0.695,4.24,0.697
2017,8,Aurangabad,0.855,5.51,0.867
2017,8,Nalanda,0.842,5.27,1.073
2017,8,Sheikhpura,0.802,5.15,1.116
2017,8,Lakhisarai,0.873,4.91,1.007
2017,8,Jamui,0.73,5.13,0.853
2017,8,Munger,0.685,3.36,0.767
2017,8,Banka,0.859,5.46,0.984
2017,8,Nawada,0.784,4.64,0.904
2017,8,Katihar,0.726,4.15,0.864
2017,9,Patna,0.885,4.07,1.111
2017,9,Gaya,0.644,5.89,0.835
2017,9,Bhagalpur,0.789,4.79,0.923
2017,9,Muzaffarpur,0.839,5.12,0.926
2017,9,Darbhanga,0.632,5.4,0.708
2017,9,Purnia,0.667,5.36,0.796
2017,9,Araria,0.82,3.57,0.899
2017,9,Kishanganj,0.751,6.0,0.916
2017,9,West Champaran,0.882,5.98,0.994
2017,9,East Champaran,0.868,5.69,1.215
2017,9,Sheohar,0.643,5.33,0.805
2017,9,Sitamarhi,0.833,4.55,1.183
2017,9,Madhubani,0.696,3.78,0.622
2017,9,Supaul,0.757,3.78,1.106
2017,9,Saharsa,0.777,4.99,0.97
2017,9,Madhepura,0.827,3.51,1.12
2017,9,Khagaria,0.636,3.54,0.783
2017,9,Begusarai,0.737,5.29,1.001
2017,9,Samastipur,0.637,3.02,0.656
2017,9,Vaishali,0.692,5.92,0.749
2017,9,Saran,0.77,4.77,0.815
2017,9,Siwan,0.894,5.92,1.239
2017,9,Gopalganj,0.831,3.64,0.926
2017,9,Rohtas,0.612,5.71,0.95
2017,9,Buxar,0.888,5.72,1.009
2017,9,Kaimur,0.887,3.32,0.959
2017,9,Bhojpur,0.775,4.46,0.956
2017,9,Arwal,0.695,4.25,0.732
2017,9,Jehanabad,0.663,4.87,0.907
2017,9,Aurangabad,0.852,4.42,1.101
2017,9,Nalanda,0.77,5.69,0.847
2017,9,Sheikhpura,0.834,3.07,1.042
2017,9,Lakhisarai,0.854,5.36,1.033
2017,9,Jamui,0.84,4.7,1.041
2017,9,Munger,0.702,3.89,0.85
2017,9,Banka,0.643,4.7,0.696
2017,9,Nawada,0.787,4.33,0.922
2017,9,Katihar,0.864,4.37,0.919
2017,10,Patna,0.703,4.89,0.767
2017,10,Gaya,0.671,4.48,0.827
2017,10,Bhagalpur,0.71,3.96,0.675
2017,10,Muzaffarpur,0.704,5.32,0.799
2017,10,Darbhanga,0.753,5.62,0.885
2017,10,Purnia,0.761,5.56,0.746
2017,10,Araria,0.768,3.76,0.862
2017,10,Kishanganj,0.85,4.7,1.026
2017,10,West Champaran,0.796,3.6,1.087
2017,10,East Champaran,0.786,5.54,1.195
2017,10,Sheohar,0.829,4.64,0.967
2017,10,Sitamarhi,0.748,4.95,0.977
2017,10,Madhubani,0.732,4.08,0.908
2017,10,Supaul,0.658,3.41,0.706
2017,10,Saharsa,0.655,5.07,0.727
2017,10,Madhepura,0.778,3.02,1.074
2017,10,Khagaria,0.853,3.81,1.025
2017,10,Begusarai,0.699,4.7,0.836
2017,10,Samastipur,0.853,5.33,1.109
2017,10,Vaishali,0.717,4.5,0.822
2017,10,Saran,0.784,3.21,1.088
2017,10,Siwan,0.862,4.06,1.219
2017,10,Gopalganj,0.673,4.43,0.868
2017,10,Rohtas,0.641,4.04,0.953
2017,10,Buxar,0.619,5.22,1.004
2017,10,Kaimur,0.732,4.51,0.979
2017,10,Bhojpur,0.813,4.45,0.984
2017,10,Arwal,0.622,5.86,0.828
2017,10,Jehanabad,0.644,5.35,0.942
2017,10,Aurangabad,0.754,3.18,0.924
2017,10,Nalanda,0.712,4.86,0.882
2017,10,Sheikhpura,0.782,3.86,0.946
2017,10,Lakhisarai,0.613,5.37,0.761
2017,10,Jamui,0.745,5.58,0.982
2017,10,Munger,0.672,4.2,0.742
2017,10,Banka,0.807,3.57,0.969
2017,10,Nawada,0.7,4.24,0.782
2017,10,Katihar,0.702,3.82,0.861
2017,11,Patna,0.3,2.38,0.298
2017,11,Gaya,0.539,1.08,0.597
2017,11,Bhagalpur,0.57,2.37,0.637
2017,11,Muzaffarpur,0.585,2.24,0.598
2017,11,Darbhanga,0.483,2.31,0.453
2017,11,Purnia,0.345,2.37,0.4
2017,11,Araria,0.565,1.6,0.703
2017,11,Kishanganj,0.377,1.78,0.453
2017,11,West Champaran,0.409,1.07,0.344
2017,11,East Champaran,0.339,2.42,0.411
2017,11,Sheohar,0.53,2.78,0.605
2017,11,Sitamarhi,0.337,1.71,0.362
2017,11,Madhubani,0.337,2.31,0.327
2017,11,Supaul,0.486,1.05,0.633
2017,11,Saharsa,0.43,1.57,0.684
2017,11,Madhepura,0.46,2.45,0.374
2017,11,Khagaria,0.4,1.14,0.604
2017,11,Begusarai,0.466,2.59,0.332
2017,11,Samastipur,0.313,2.98,0.477
2017,11,Vaishali,0.412,1.98,0.32
2017,11,Saran,0.398,2.42,0.378
2017,11,Siwan,0.473,2.94,0.374
2017,11,Gopalganj,0.493,1.19,0.513
2017,11,Rohtas,0.522,1.89,0.451
2017,11,Buxar,0.498,2.68,0.622
2017,11,Kaimur,0.524,2.64,0.592
2017,11,Bhojpur,0.587,1.62,0.544
2017,11,Arwal,0.398,1.66,0.43
2017,11,Jehanabad,0.561,1.13,0.72
2017,11,Aurangabad,0.53,2.39,0.509
2017,11,Nalanda,0.314,1.91,0.48
2017,11,Sheikhpura,0.397,2.39,0.532
2017,11,Lakhisarai,0.356,1.26,0.449
2017,11,Jamui,0.545,2.07,0.717
2017,11,Munger,0.346,1.75,0.349
2017,11,Banka,0.379,1.2,0.376
2017,11,Nawada,0.554,1.32,0.619
2017,11,Katihar,0.437,1.93,0.63
2017,12,Patna,0.514,2.46,0.741
2017,12,Gaya,0.302,2.01,0.427
2017,12,Bhagalpur,0.457,1.48,0.405
2017,12,Muzaffarpur,0.442,1.24,0.777
2017,12,Darbhanga,0.431,2.53,0.481
2017,12,Purnia,0.59,2.74,0.45
2017,12,Araria,0.579,1.16,0.563
2017,12,Kishanganj,0.421,2.36,0.562
2017,12,West Champaran,0.474,2.01,0.625
2017,12,East Champaran,0.546,2.86,0.753
2017,12,Sheohar,0.514,1.79,0.547
2017,12,Sitamarhi,0.419,2.48,0.416
2017,12,Madhubani,0.312,2.63,0.374
2017,12,Supaul,0.42,1.23,0.666
2017,12,Saharsa,0.387,1.22,0.468
2017,12,Madhepura,0.374,1.04,0.583
2017,12,Khagaria,0.457,2.5,0.476
2017,12,Begusarai,0.599,2.14,0.786
2017,12,Samastipur,0.4,1.79,0.478
2017,12,Vaishali,0.526,1.82,0.524
2017,12,Saran,0.56,1.95,0.702
2017,12,Siwan,0.317,1.13,0.438
2017,12,Gopalganj,0.54,1.71,0.679
2017,12,Rohtas,0.595,2.62,0.688
2017,12,Buxar,0.518,1.0,0.652
2017,12,Kaimur,0.423,1.04,0.436
2017,12,Bhojpur,0.522,1.84,0.585
2017,12,Arwal,0.308,2.27,0.578
2017,12,Jehanabad,0.536,1.31,0.733
2017,12,Aurangabad,0.394,2.0,0.219
2017,12,Nalanda,0.516,2.43,0.623
2017,12,Sheikhpura,0.42,1.48,0.525
2017,12,Lakhisarai,0.373,1.3,0.535
2017,12,Jamui,0.388,2.78,0.593
2017,12,Munger,0.466,1.14,0.588
2017,12,Banka,0.534,1.4,0.618
2017,12,Nawada,0.375,2.27,0.411
2017,12,Katihar,0.458,2.78,0.627
2018,1,Patna,0.531,2.78,0.733
2018,1,Gaya,0.334,2.23,0.29
2018,1,Bhagalpur,0.391,2.4,0.51
2018,1,Muzaffarpur,0.513,2.71,0.527
2018,1,Darbhanga,0.506,2.05,0.537
2018,1,Purnia,0.503,2.45,0.696
2018,1,Araria,0.418,2.98,0.434
2018,1,Kishanganj,0.391,1.2,0.446
2018,1,West Champaran,0.402,1.26,0.629
2018,1,East Champaran,0.32,2.13,0.352
2018,1,Sheohar,0.313,2.77,0.374
2018,1,Sitamarhi,0.531,2.19,0.72
2018,1,Madhubani,0.402,1.49,0.441
2018,1,Supaul,0.576,2.95,0.844
2018,1,Saharsa,0.363,2.12,0.545
2018,1,Madhepura,0.507,2.21,0.62
2018,1,Khagaria,0.504,1.78,0.597
2018,1,Begusarai,0.346,2.09,0.374
2018,1,Samastipur,0.303,1.92,0.269
2018,1,Vaishali,0.433,2.71,0.455
2018,1,Saran,0.497,1.32,0.673
2018,1,Siwan,0.432,1.94,0.518
2018,1,Gopalganj,0.582,1.27,0.609
2018,1,Rohtas,0.56,1.11,0.777
2018,1,Buxar,0.597,2.54,0.813
2018,1,Kaimur,0.577,1.23,0.613
2018,1,Bhojpur,0.574,1.72,0.675
2018,1,Arwal,0.588,1.81,0.8
2018,1,Jehanabad,0.334,1.68,0.518
2018,1,Aurangabad,0.429,1.1,0.364
2018,1,Nalanda,0.36,1.04,0.518
2018,1,Sheikhpura,0.358,2.06,0.342
2018,1,Lakhisarai,0.51,2.1,0.417
2018,1,Jamui,0.464,2.03,0.484
2018,1,Munger,0.356,2.5,0.413
2018,1,Banka,0.527,2.39,0.51
2018,1,Nawada,0.43,2.58,0.435
2018,1,Katihar,0.569,1.28,0.832
2018,2,Patna,0.408,2.4,0.451
2018,2,Gaya,0.468,1.02,0.641
2018,2,Bhagalpur,0.411,1.66,0.484
2018,2,Muzaffarpur,0.422,1.32,0.437
2018,2,Darbhanga,0.379,2.95,0.367
2018,2,Purnia,0.315,1.08,0.381
2018,2,Araria,0.417,2.73,0.457
2018,2,Kishanganj,0.532,2.5,0.746
2018,2,West Champaran,0.445,1.81,0.477
2018,2,East Champaran,0.402,2.63,0.399
2018,2,Sheohar,0.466,1.4,0.558
2018,2,Sitamarhi,0.5,2.64,0.508
2018,2,Madhubani,0.539,2.65,0.756
2018,2,Supaul,0.433,1.34,0.505
2018,2,Saharsa,0.419,1.68,0.665
2018,2,Madhepura,0.497,1.45,0.486
2018,2,Khagaria,0.395,2.19,0.499
2018,2,Begusarai,0.354,2.7,0.37
2018,2,Samastipur,0.42,1.44,0.567
2018,2,Vaishali,0.352,2.65,0.616
2018,2,Saran,0.436,1.3,0.485
2018,2,Siwan,0.59,1.88,0.739
2018,2,Gopalganj,0.518,1.9,0.681
2018,2,Rohtas,0.387,2.36,0.393
2018,2,Buxar,0.377,1.48,0.585
2018,2,Kaimur,0.484,1.13,0.563
2018,2,Bhojpur,0.52,2.16,0.474
2018,2,Arwal,0.467,1.74,0.687
2018,2,Jehanabad,0.324,2.69,0.506
2018,2,Aurangabad,0.358,2.33,0.551
2018,2,Nalanda,0.37,2.38,0.35
2018,2,Sheikhpura,0.572,1.21,0.641
2018,2,Lakhisarai,0.529,1.2,0.565
2018,2,Jamui,0.453,1.38,0.576
2018,2,Munger,0.56,1.8,0.783
2018,2,Banka,0.43,1.82,0.499
2018,2,Nawada,0.436,2.72,0.698
2018,2,Katihar,0.516,2.88,0.709
2018,3,Patna,0.451,1.89,0.427
2018,3,Gaya,0.261,1.79,0.25
2018,3,Bhagalpur,0.449,1.48,0.521
2018,3,Muzaffarpur,0.42,0.87,0.461
2018,3,Darbhanga,0.387,1.31,0.482
2018,3,Purnia,0.277,1.84,0.323
2018,3,Araria,0.362,0.64,0.481
2018,3,Kishanganj,0.449,1.46,0.592
2018,3,West Champaran,0.413,1.86,0.37
2018,3,East Champaran,0.243,1.17,0.316
2018,3,Sheohar,0.445,1.71,0.576
2018,3,Sitamarhi,0.218,1.58,0.318
2018,3,Madhubani,0.356,1.59,0.173
2018,3,Supaul,0.238,1.86,0.043
2018,3,Saharsa,0.312,1.37,0.32
2018,3,Madhepura,0.461,0.81,0.432
2018,3,Khagaria,0.262,0.89,0.387
2018,3,Begusarai,0.253,1.54,0.566
2018,3,Samastipur,0.472,0.8,0.654
2018,3,Vaishali,0.299,1.43,0.533
2018,3,Saran,0.263,1.75,0.321
2018,3,Siwan,0.296,1.82,0.317
2018,3,Gopalganj,0.35,1.7,0.397
2018,3,Rohtas,0.464,1.59,0.614
2018,3,Buxar,0.232,0.66,0.266
2018,3,Kaimur,0.349,1.84,0.552
2018,3,Bhojpur,0.471,0.67,0.648
2018,3,Arwal,0.446,1.58,0.509
2018,3,Jehanabad,0.231,1.43,0.157
2018,3,Aurangabad,0.432,0.97,0.548
2018,3,Nalanda,0.386,1.04,0.469
2018,3,Sheikhpura,0.292,0.61,0.265
2018,3,Lakhisarai,0.26,1.43,0.216
2018,3,Jamui,0.482,1.22,0.546
2018,3,Munger,0.233,1.65,0.304
2018,3,Banka,0.412,0.58,0.511
2018,3,Nawada,0.365,1.08,0.493
2018,3,Katihar,0.418,0.77,0.651
2018,4,Patna,0.331,1.15,0.374
2018,4,Gaya,0.41,1.52,0.434
2018,4,Bhagalpur,0.388,1.66,0.53
2018,4,Muzaffarpur,0.391,1.48,0.342
2018,4,Darbhanga,0.378,0.83,0.399
2018,4,Purnia,0.361,0.66,0.618
2018,4,Araria,0.309,1.96,0.586
2018,4,Kishanganj,0.486,1.83,0.753
2018,4,West Champaran,0.371,0.9,0.444
2018,4,East Champaran,0.228,1.41,0.357
2018,4,Sheohar,0.31,0.74,0.36
2018,4,Sitamarhi,0.413,1.14,0.515
2018,4,Madhubani,0.448,1.55,0.524
2018,4,Supaul,0.278,1.57,0.23
2018,4,Saharsa,0.363,1.01,0.361
2018,4,Madhepura,0.264,1.57,0.284
2018,4,Khagaria,0.383,1.03,0.454
2018,4,Begusarai,0.438,1.67,0.652
2018,4,Samastipur,0.454,1.77,0.659
2018,4,Vaishali,0.433,0.75,0.601
2018,4,Saran,0.29,0.66,0.405
2018,4,Siwan,0.484,1.51,0.518
2018,4,Gopalganj,0.466,0.98,0.515
2018,4,Rohtas,0.468,1.7,0.656
2018,4,Buxar,0.495,1.74,0.504
2018,4,Kaimur,0.462,1.36,0.531
2018,4,Bhojpur,0.457,1.08,0.473
2018,4,Arwal,0.424,1.13,0.542
2018,4,Jehanabad,0.369,1.7,0.389
2018,4,Aurangabad,0.419,1.88,0.351
2018,4,Nalanda,0.287,1.43,0.359
2018,4,Sheikhpura,0.468,1.91,0.604
2018,4,Lakhisarai,0.479,1.64,0.484
2018,4,Jamui,0.267,0.88,0.332
2018,4,Munger,0.21,0.65,0.199
2018,4,Banka,0.251,0.58,0.274
2018,4,Nawada,0.325,1.73,0.305
2018,4,Katihar,0.411,1.63,0.574
2018,5,Patna,0.363,1.71,0.451
2018,5,Gaya,0.344,1.71,0.342
2018,5,Bhagalpur,0.238,0.82,0.35
2018,5,Muzaffarpur,0.225,1.62,0.278
2018,5,Darbhanga,0.262,0.66,0.456
2018,5,Purnia,0.448,1.45,0.358
2018,5,Araria,0.348,0.93,0.515
2018,5,Kishanganj,0.234,0.72,0.206
2018,5,West Champaran,0.416,1.94,0.526
2018,5,East Champaran,0.272,0.54,0.233
2018,5,Sheohar,0.45,1.26,0.709
2018,5,Sitamarhi,0.327,0.78,0.418
2018,5,Madhubani,0.34,0.93,0.504
2018,5,Supaul,0.228,1.1,0.138
2018,5,Saharsa,0.364,1.56,0.522
2018,5,Madhepura,0.498,1.91,0.627
2018,5,Khagaria,0.429,1.53,0.519
2018,5,Begusarai,0.399,1.12,0.426
2018,5,Samastipur,0.315,1.31,0.354
2018,5,Vaishali,0.32,1.48,0.425
2018,5,Saran,0.256,1.75,0.187
2018,5,Siwan,0.417,0.92,0.635
2018,5,Gopalganj,0.432,0.61,0.359
2018,5,Rohtas,0.445,1.63,0.485
2018,5,Buxar,0.453,1.48,0.514
