year,district,crop,season,area_hectares,production_tonnes,yield_kg_per_hectare
2014,Rohtas,sugarcane,rabi,9904.15,478023.81,48265.02
2014,Rohtas,jute,kharif,5788.78,10135.42,1750.87
2014,Buxar,rice,kharif,8754.62,21877.22,2498.93
2014,Buxar,wheat,rabi,3416.5,9677.82,2832.67
2014,Buxar,maize,kharif,3409.97,12498.32,3665.23
2014,Buxar,sugarcane,rabi,1379.8,70961.61,51428.75
2014,Buxar,jute,kharif,5084.62,10549.94,2074.87
2014,Kaimur,rice,kharif,6212.17,14144.32,2276.87
2014,Kaimur,wheat,rabi,1803.0,6976.91,3869.61
2014,Kaimur,maize,kharif,3928.76,14928.65,3799.83
2014,Kaimur,sugarcane,rabi,1554.47,76427.15,49165.99
2014,Kaimur,jute,kharif,4640.68,8730.09,1881.21
2014,Bhojpur,rice,kharif,8426.21,16169.31,1918.93
2014,Bhojpur,wheat,rabi,7427.07,27895.93,3755.98
2014,Bhojpur,maize,kharif,3786.69,10412.94,2749.88
2014,Bhojpur,sugarcane,rabi,2893.35,132724.15,45872.16
2014,Bhojpur,jute,kharif,6802.81,10943.38,1608.66
2014,Arwal,rice,kharif,2046.46,5082.76,2483.68
2014,Arwal,wheat,rabi,3313.86,11408.26,3442.58
2014,Arwal,maize,kharif,4451.81,15252.17,3426.06
2014,Arwal,sugarcane,rabi,5474.51,311943.44,56981.12
2014,Arwal,jute,kharif,5466.9,9910.32,1812.78
2014,Jehanabad,rice,kharif,4575.62,10851.12,2371.51
2014,Jehanabad,wheat,rabi,8496.04,30496.33,3589.47
2014,Jehanabad,maize,kharif,9959.35,32536.12,3266.89
2014,Jehanabad,sugarcane,rabi,1507.44,76677.59,50866.21
2014,Jehanabad,jute,kharif,5928.54,12787.66,2156.96
2014,Aurangabad,rice,kharif,7311.64,16091.91,2200.86
2014,Aurangabad,wheat,rabi,1420.16,4694.43,3305.55
2014,Aurangabad,maize,kharif,4680.35,21507.11,4595.2
2014,Aurangabad,sugarcane,rabi,8295.43,541684.25,65299.08
2014,Aurangabad,jute,kharif,9046.9,16411.07,1814.0
2014,Nalanda,rice,kharif,7349.47,20483.41,2787.06
2014,Nalanda,wheat,rabi,7576.11,21541.46,2843.34
2014,Nalanda,maize,kharif,9912.0,34172.6,3447.6
2014,Nalanda,sugarcane,rabi,7032.29,382572.23,54402.26
2014,Nalanda,jute,kharif,4574.68,9013.08,1970.21
2014,Sheikhpura,rice,kharif,4942.3,12499.42,2529.07
2014,Sheikhpura,wheat,rabi,4963.91,20222.8,4073.96
2014,Sheikhpura,maize,kharif,9852.38,36220.16,3676.29
2014,Sheikhpura,sugarcane,rabi,3364.24,144252.69,42878.24
2014,Sheikhpura,jute,kharif,6326.27,11483.2,1815.16
2014,Lakhisarai,rice,kharif,6593.18,14233.65,2158.84
2014,Lakhisarai,wheat,rabi,7235.21,24638.69,3405.39
2014,Lakhisarai,maize,kharif,6200.89,24028.85,3875.06
2014,Lakhisarai,sugarcane,rabi,7912.8,349775.84,44203.78
2014,Lakhisarai,jute,kharif,7103.1,16061.59,2261.21
2014,Jamui,rice,kharif,7757.11,17934.54,2312.01
2014,Jamui,wheat,rabi,4300.77,13805.19,3209.94
2014,Jamui,maize,kharif,9377.5,29100.77,3103.26
2014,Jamui,sugarcane,rabi,8291.26,400229.79,48271.28
2014,Jamui,jute,kharif,2475.39,4963.64,2005.2
2014,Munger,rice,kharif,6961.35,14029.55,2015.35
2014,Munger,wheat,rabi,7735.38,24540.98,3172.56
2014,Munger,maize,kharif,7419.9,26283.67,3542.32
2014,Munger,sugarcane,rabi,7471.21,314004.07,42028.57
2014,Munger,jute,kharif,5663.96,13193.43,2329.36
2014,Banka,rice,kharif,9317.97,19624.27,2106.07
2014,Banka,wheat,rabi,1006.45,3369.95,3348.35
2014,Banka,maize,kharif,1188.19,3680.07,3097.22
2014,Banka,sugarcane,rabi,4430.32,183659.5,41455.11
2014,Banka,jute,kharif,4023.52,8588.0,2134.45
2014,Nawada,rice,kharif,5100.95,9818.0,1924.74
2014,Nawada,wheat,rabi,4955.57,19325.71,3899.8
2014,Nawada,maize,kharif,1122.76,3864.36,3441.84
2014,Nawada,sugarcane,rabi,4790.07,232215.48,48478.51
2014,Nawada,jute,kharif,1076.06,1875.11,1742.56
2014,Katihar,rice,kharif,1402.92,3075.37,2192.13
2014,Katihar,wheat,rabi,4601.4,13192.62,2867.09
2014,Katihar,maize,kharif,8638.91,27589.18,3193.6
2014,Katihar,sugarcane,rabi,8228.2,387194.09,47056.97
2014,Katihar,jute,kharif,4716.2,7947.5,1685.15
2015,Patna,rice,kharif,7408.65,17248.21,2328.12
2015,Patna,wheat,rabi,4034.82,12855.97,3186.26
2015,Patna,maize,kharif,6769.05,31789.42,4696.29
2015,Patna,sugarcane,rabi,3509.85,244169.91,69567.1
2015,Patna,jute,kharif,1347.32,2521.65,1871.6
2015,Gaya,rice,kharif,1278.74,3253.21,2544.09
2015,Gaya,wheat,rabi,7382.63,25628.94,3471.52
2015,Gaya,maize,kharif,8038.02,27596.19,3433.21
2015,Gaya,sugarcane,rabi,3833.57,199381.16,52009.26
2015,Gaya,jute,kharif,1940.32,3708.48,1911.27
2015,Bhagalpur,rice,kharif,1357.4,3692.68,2720.41
2015,Bhagalpur,wheat,rabi,7950.16,27171.55,3417.74
2015,Bhagalpur,maize,kharif,4694.54,21367.25,4551.51
2015,Bhagalpur,sugarcane,rabi,8254.87,417071.87,50524.34
2015,Bhagalpur,jute,kharif,8695.98,15523.04,1785.08
2015,Muzaffarpur,rice,kharif,1280.57,3241.7,2531.44
2015,Muzaffarpur,wheat,rabi,3110.36,9619.47,3092.72
2015,Muzaffarpur,maize,kharif,2527.83,9510.96,3762.51
2015,Muzaffarpur,sugarcane,rabi,7172.89,338240.8,47155.47
2015,Muzaffarpur,jute,kharif,5374.52,11481.74,2136.33
2015,Darbhanga,rice,kharif,7567.11,18799.4,2484.36
2015,Darbhanga,wheat,rabi,9147.9,30019.7,3281.6
2015,Darbhanga,maize,kharif,5453.46,17564.17,3220.74
2015,Darbhanga,sugarcane,rabi,6970.26,332218.25,47662.22
2015,Darbhanga,jute,kharif,6660.15,12192.99,1830.74
2015,Purnia,rice,kharif,6477.14,14657.91,2263.02
2015,Purnia,wheat,rabi,3590.92,12423.51,3459.7
2015,Purnia,maize,kharif,1199.83,4726.66,3939.46
2015,Purnia,sugarcane,rabi,9487.19,404123.25,42596.74
2015,Purnia,jute,kharif,8049.61,17010.43,2113.2
2015,Araria,rice,kharif,2753.14,6021.58,2187.17
2015,Araria,wheat,rabi,3593.37,13061.4,3634.86
2015,Araria,maize,kharif,4554.91,17389.14,3817.67
2015,Araria,sugarcane,rabi,3606.24,168273.9,46661.81
2015,Araria,jute,kharif,3295.79,6597.41,2001.77
2015,Kishanganj,rice,kharif,6020.29,12832.76,2131.59
2015,Kishanganj,wheat,rabi,2733.23,7492.21,2741.15
2015,Kishanganj,maize,kharif,5726.27,16995.94,2968.07
2015,Kishanganj,sugarcane,rabi,8134.33,526570.94,64734.39
2015,Kishanganj,jute,kharif,4705.73,8575.34,1822.32
2015,West Champaran,rice,kharif,9829.27,23915.88,2433.13
2015,West Champaran,wheat,rabi,7264.28,28235.04,3886.83
2015,West Champaran,maize,kharif,4802.01,18421.5,3836.21
2015,West Champaran,sugarcane,rabi,8625.67,451788.29,52377.18
2015,West Champaran,jute,kharif,6799.81,14279.39,2099.97
2015,East Champaran,rice,kharif,2810.23,5969.3,2124.13
2015,East Champaran,wheat,rabi,6445.91,16318.47,2531.6
2015,East Champaran,maize,kharif,5454.85,20602.33,3776.89
2015,East Champaran,sugarcane,rabi,6575.01,316987.71,48211.02
2015,East Champaran,jute,kharif,5377.35,13226.48,2459.67
2015,Sheohar,rice,kharif,7776.88,23787.76,3058.78
2015,Sheohar,wheat,rabi,3855.3,14270.54,3701.54
2015,Sheohar,maize,kharif,7872.49,28792.78,3657.39
2015,Sheohar,sugarcane,rabi,4933.3,212426.22,43059.63
2015,Sheohar,jute,kharif,4810.95,9119.96,1895.67
2015,Sitamarhi,rice,kharif,5423.63,11238.11,2072.07
2015,Sitamarhi,wheat,rabi,5049.22,17513.42,3468.54
2015,Sitamarhi,maize,kharif,2883.59,10699.26,3710.4
2015,Sitamarhi,sugarcane,rabi,1431.62,67509.38,47155.95
2015,Sitamarhi,jute,kharif,3282.78,6727.03,2049.19
2015,Madhubani,rice,kharif,8761.91,17367.62,1982.17
2015,Madhubani,wheat,rabi,2861.53,8445.65,2951.44
2015,Madhubani,maize,kharif,8071.0,28580.96,3541.19
2015,Madhubani,sugarcane,rabi,2274.5,128880.26,56663.06
2015,Madhubani,jute,kharif,3273.97,7782.28,2377.02
2015,Supaul,rice,kharif,2539.92,5566.93,2191.77
2015,Supaul,wheat,rabi,3231.39,9789.36,3029.45
2015,Supaul,maize,kharif,2630.96,9910.06,3766.71
2015,Supaul,sugarcane,rabi,3844.94,183305.44,47674.41
2015,Supaul,jute,kharif,6365.64,9858.04,1548.63
2015,Saharsa,rice,kharif,3269.82,7155.84,2188.45
2015,Saharsa,wheat,rabi,4837.65,16201.75,3349.09
2015,Saharsa,maize,kharif,1162.29,5731.02,4930.81
2015,Saharsa,sugarcane,rabi,8988.07,333137.9,37064.46
2015,Saharsa,jute,kharif,5622.7,11046.65,1964.65
2015,Madhepura,rice,kharif,1819.33,5315.65,2921.77
2015,Madhepura,wheat,rabi,8453.91,36061.88,4265.7
2015,Madhepura,maize,kharif,9099.19,40001.45,4396.16
2015,Madhepura,sugarcane,rabi,1628.76,80129.01,49196.41
2015,Madhepura,jute,kharif,7915.79,14046.73,1774.52
2015,Khagaria,rice,kharif,7036.72,16305.34,2317.18
2015,Khagaria,wheat,rabi,4129.93,15007.49,3633.83
2015,Khagaria,maize,kharif,4672.18,20591.41,4407.24
2015,Khagaria,sugarcane,rabi,9199.14,523757.98,56935.53
2015,Khagaria,jute,kharif,7180.8,13733.26,1912.5
2015,Begusarai,rice,kharif,8280.8,17643.09,2130.6
2015,Begusarai,wheat,rabi,3385.31,12020.87,3550.89
2015,Begusarai,maize,kharif,2923.63,13962.55,4775.76
2015,Begusarai,sugarcane,rabi,2831.82,128095.69,45234.41
2015,Begusarai,jute,kharif,6029.57,11319.7,1877.36
2015,Samastipur,rice,kharif,3929.53,7430.33,1890.9
2015,Samastipur,wheat,rabi,8273.41,24467.3,2957.34
2015,Samastipur,maize,kharif,2692.53,10273.85,3815.69
2015,Samastipur,sugarcane,rabi,6305.24,485753.31,77039.66
2015,Samastipur,jute,kharif,5528.97,11512.61,2082.23
2015,Vaishali,rice,kharif,4839.33,10124.54,2092.14
2015,Vaishali,wheat,rabi,4496.78,14013.65,3116.38
2015,Vaishali,maize,kharif,3556.94,13780.25,3874.19
2015,Vaishali,sugarcane,rabi,1719.84,72520.25,42166.8
2015,Vaishali,jute,kharif,1485.39,3239.09,2180.63
2015,Saran,rice,kharif,8691.56,25527.24,2937.02
2015,Saran,wheat,rabi,7042.31,18416.74,2615.16
2015,Saran,maize,kharif,2531.37,9680.27,3824.12
2015,Saran,sugarcane,rabi,2137.33,98766.11,46210.01
2015,Saran,jute,kharif,7590.14,13338.06,1757.29
2015,Siwan,rice,kharif,4631.94,13250.36,2860.65
2015,Siwan,wheat,rabi,9928.14,28721.94,2892.98
2015,Siwan,maize,kharif,2106.2,7207.47,3422.02
2015,Siwan,sugarcane,rabi,4215.18,254765.24,60439.98
2015,Siwan,jute,kharif,3961.05,8479.18,2140.64
2015,Gopalganj,rice,kharif,1376.92,3198.36,2322.83
2015,Gopalganj,wheat,rabi,8886.63,34902.19,3927.49
2015,Gopalganj,maize,kharif,7208.39,21749.62,3017.26
2015,Gopalganj,sugarcane,rabi,8353.92,539900.23,64628.38
2015,Gopalganj,jute,kharif,2205.77,4275.82,1938.47
2015,Rohtas,rice,kharif,4986.23,13533.19,2714.11
2015,Rohtas,wheat,rabi,1896.98,5887.92,3103.85
2015,Rohtas,maize,kharif,2260.4,6816.59,3015.65
2015,Rohtas,sugarcane,rabi,6641.05,355230.05,53490.01
2015,Rohtas,jute,kharif,7992.52,16587.64,2075.4
2015,Buxar,rice,kharif,6137.68,13869.84,2259.79
2015,Buxar,wheat,rabi,6348.99,17736.35,2793.57
2015,Buxar,maize,kharif,6791.97,22279.1,3280.21
2015,Buxar,sugarcane,rabi,9363.35,412247.73,44027.81
2015,Buxar,jute,kharif,6083.37,10691.03,1757.42
2015,Kaimur,rice,kharif,8678.56,20127.45,2319.22
2015,Kaimur,wheat,rabi,7626.52,21149.2,2773.11
2015,Kaimur,maize,kharif,1716.81,6104.06,3555.47
2015,Kaimur,sugarcane,rabi,6838.26,350931.83,51318.91
2015,Kaimur,jute,kharif,6289.25,13156.8,2091.95
2015,Bhojpur,rice,kharif,9799.42,19371.84,1976.84
2015,Bhojpur,wheat,rabi,4065.18,14064.4,3459.72
2015,Bhojpur,maize,kharif,1470.49,6342.15,4312.96
2015,Bhojpur,sugarcane,rabi,8843.91,443496.94,50147.15
2015,Bhojpur,jute,kharif,4830.0,9863.09,2042.05
2015,Arwal,rice,kharif,7476.03,17697.22,2367.2
2015,Arwal,wheat,rabi,6141.88,21159.99,3445.2
2015,Arwal,maize,kharif,3835.07,13330.15,3475.85
2015,Arwal,sugarcane,rabi,8674.0,549893.75,63395.67
2015,Arwal,jute,kharif,5545.25,10263.81,1850.92
2015,Jehanabad,rice,kharif,7869.57,20766.99,2638.9
2015,Jehanabad,wheat,rabi,7794.46,22196.33,2847.71
2015,Jehanabad,maize,kharif,1639.22,6231.58,3801.55
2015,Jehanabad,sugarcane,rabi,1776.24,99208.9,55853.24
2015,Jehanabad,jute,kharif,3621.64,6858.82,1893.84
2015,Aurangabad,rice,kharif,5749.95,14055.78,2444.5
2015,Aurangabad,wheat,rabi,8759.38,40269.7,4597.33
2015,Aurangabad,maize,kharif,9655.86,39146.73,4054.19
2015,Aurangabad,sugarcane,rabi,3417.01,184285.23,53931.65
2015,Aurangabad,jute,kharif,6556.19,13828.82,2109.28
2015,Nalanda,rice,kharif,4664.48,9313.69,1996.73
2015,Nalanda,wheat,rabi,5464.68,18021.54,3297.82
2015,Nalanda,maize,kharif,6741.37,28999.32,4301.69
2015,Nalanda,sugarcane,rabi,3570.64,171893.51,48140.82
2015,Nalanda,jute,kharif,1051.94,2194.85,2086.49
2015,Sheikhpura,rice,kharif,7488.04,17708.8,2364.95
2015,Sheikhpura,wheat,rabi,1684.76,7531.46,4470.34
2015,Sheikhpura,maize,kharif,9477.92,40089.73,4229.8
2015,Sheikhpura,sugarcane,rabi,3397.4,184116.81,54193.46
2015,Sheikhpura,jute,kharif,2103.25,3803.4,1808.35
2015,Lakhisarai,rice,kharif,7259.4,16194.75,2230.87
2015,Lakhisarai,wheat,rabi,5052.39,18595.15,3680.47
2015,Lakhisarai,maize,kharif,3944.99,16273.15,4125.02
2015,Lakhisarai,sugarcane,rabi,5562.37,277069.9,49811.47
2015,Lakhisarai,jute,kharif,5696.96,10004.48,1756.11
2015,Jamui,rice,kharif,5870.69,12116.47,2063.89
2015,Jamui,wheat,rabi,8382.64,28317.14,3378.07
2015,Jamui,maize,kharif,6085.66,21906.88,3599.75
2015,Jamui,sugarcane,rabi,2250.64,103828.16,46132.74
2015,Jamui,jute,kharif,4148.76,6828.62,1645.94
2015,Munger,rice,kharif,7528.51,17075.87,2268.16
2015,Munger,wheat,rabi,9480.71,29330.61,3093.72
2015,Munger,maize,kharif,7448.29,30863.52,4143.71
2015,Munger,sugarcane,rabi,5148.73,264405.96,51353.66
2015,Munger,jute,kharif,8706.57,18451.51,2119.26
2015,Banka,rice,kharif,8093.07,17321.82,2140.33
2015,Banka,wheat,rabi,2745.95,9170.36,3339.6
2015,Banka,maize,kharif,6232.3,20148.94,3232.99
2015,Banka,sugarcane,rabi,3681.82,213577.09,58008.59
2015,Banka,jute,kharif,3393.77,7439.49,2192.1
2015,Nawada,rice,kharif,1203.13,3425.41,2847.09
2015,Nawada,wheat,rabi,4664.56,12212.74,2618.2
2015,Nawada,maize,kharif,1993.55,8108.78,4067.51
2015,Nawada,sugarcane,rabi,5657.15,252471.72,44628.79
2015,Nawada,jute,kharif,8458.0,17071.5,2018.38
2015,Katihar,rice,kharif,3667.13,7787.51,2123.6
2015,Katihar,wheat,rabi,7444.57,30417.68,4085.89
2015,Katihar,maize,kharif,2700.37,7886.85,2920.66
2015,Katihar,sugarcane,rabi,1177.15,63844.31,54236.39
2015,Katihar,jute,kharif,7209.06,14027.98,1945.88
2016,Patna,rice,kharif,8238.88,20014.74,2429.3
2016,Patna,wheat,rabi,1390.57,4795.74,3448.75
2016,Patna,maize,kharif,2932.62,11968.31,4081.1
2016,Patna,sugarcane,rabi,5173.08,291405.5,56331.12
2016,Patna,jute,kharif,7283.94,14286.31,1961.34
2016,Gaya,rice,kharif,4559.4,13441.39,2948.06
2016,Gaya,wheat,rabi,1850.16,5760.5,3113.51
2016,Gaya,maize,kharif,7970.3,30173.03,3785.68
2016,Gaya,sugarcane,rabi,1966.25,88760.67,45142.11
2016,Gaya,jute,kharif,8440.55,19225.1,2277.71
2016,Bhagalpur,rice,kharif,4062.47,9398.78,2313.56
2016,Bhagalpur,wheat,rabi,1921.55,6835.42,3557.24
2016,Bhagalpur,maize,kharif,2205.47,8351.94,3786.92
2016,Bhagalpur,sugarcane,rabi,2150.65,131609.4,61195.24
2016,Bhagalpur,jute,kharif,4586.52,6812.54,1485.34
2016,Muzaffarpur,rice,kharif,7635.05,16643.82,2179.92
2016,Muzaffarpur,wheat,rabi,1643.53,5897.08,3588.06
2016,Muzaffarpur,maize,kharif,8849.84,32105.17,3627.77
2016,Muzaffarpur,sugarcane,rabi,2790.25,127598.64,45730.16
2016,Muzaffarpur,jute,kharif,2189.46,2816.18,1286.25
2016,Darbhanga,rice,kharif,2457.06,6270.85,2552.18
2016,Darbhanga,wheat,rabi,2760.14,9599.46,3477.89
2016,Darbhanga,maize,kharif,2973.66,8004.71,2691.87
2016,Darbhanga,sugarcane,rabi,2439.22,153356.39,62871.1
2016,Darbhanga,jute,kharif,8378.81,14944.81,1783.64
2016,Purnia,rice,kharif,8520.14,19728.62,2315.53
2016,Purnia,wheat,rabi,7691.52,24965.59,3245.86
2016,Purnia,maize,kharif,8200.49,33849.43,4127.73
2016,Purnia,sugarcane,rabi,8736.99,425327.81,48681.27
2016,Purnia,jute,kharif,3446.75,4328.59,1255.85
2016,Araria,rice,kharif,9695.6,21730.93,2241.32
2016,Araria,wheat,rabi,7733.46,21906.5,2832.69
2016,Araria,maize,kharif,1296.79,4517.2,3483.37
2016,Araria,sugarcane,rabi,3761.15,242611.66,64504.67
2016,Araria,jute,kharif,9925.06,16881.59,1700.91
2016,Kishanganj,rice,kharif,7848.02,18014.54,2295.42
2016,Kishanganj,wheat,rabi,9956.43,38069.83,3823.64
2016,Kishanganj,maize,kharif,9440.98,31893.64,3378.21
2016,Kishanganj,sugarcane,rabi,3380.92,155904.59,46113.11
2016,Kishanganj,jute,kharif,9373.16,18838.37,2009.82
2016,West Champaran,rice,kharif,6626.9,16052.53,2422.33
2016,West Champaran,wheat,rabi,7271.16,27823.33,3826.53
2016,West Champaran,maize,kharif,2785.69,9395.78,3372.87
2016,West Champaran,sugarcane,rabi,6951.39,522681.6,75190.97
2016,West Champaran,jute,kharif,9924.35,23034.8,2321.04
2016,East Champaran,rice,kharif,4308.92,12036.46,2793.38
2016,East Champaran,wheat,rabi,5332.44,25396.5,4762.64
2016,East Champaran,maize,kharif,5694.4,21822.62,3832.3
2016,East Champaran,sugarcane,rabi,1800.37,79646.71,44239.18
2016,East Champaran,jute,kharif,6091.76,13351.99,2191.81
2016,Sheohar,rice,kharif,3663.34,8369.17,2284.58
2016,Sheohar,wheat,rabi,1902.17,6497.7,3415.94
2016,Sheohar,maize,kharif,4523.32,19286.49,4263.79
2016,Sheohar,sugarcane,rabi,9446.21,514404.13,54456.12
2016,Sheohar,jute,kharif,6526.82,13933.2,2134.76
2016,Sitamarhi,rice,kharif,7094.15,16266.59,2292.96
2016,Sitamarhi,wheat,rabi,4961.34,17682.7,3564.1
2016,Sitamarhi,maize,kharif,4145.27,14470.97,3490.96
2016,Sitamarhi,sugarcane,rabi,5949.81,345247.7,58026.67
2016,Sitamarhi,jute,kharif,2222.98,4815.88,2166.41
2016,Madhubani,rice,kharif,6429.93,12973.9,2017.74
2016,Madhubani,wheat,rabi,3640.51,12304.72,3379.95
2016,Madhubani,maize,kharif,3996.21,16897.81,4228.46
2016,Madhubani,sugarcane,rabi,6794.81,354114.66,52115.45
2016,Madhubani,jute,kharif,1126.72,2173.64,1929.18
2016,Supaul,rice,kharif,9035.16,25545.8,2827.38
2016,Supaul,wheat,rabi,1897.58,7304.79,3849.53
2016,Supaul,maize,kharif,1008.49,2937.88,2913.16
2016,Supaul,sugarcane,rabi,7976.72,463610.33,58120.44
2016,Supaul,jute,kharif,6884.47,12529.37,1819.95
2016,Saharsa,rice,kharif,3467.23,10489.07,3025.21
2016,Saharsa,wheat,rabi,5473.21,18676.32,3412.31
2016,Saharsa,maize,kharif,2452.75,7956.99,3244.11
2016,Saharsa,sugarcane,rabi,7487.35,396124.76,52905.89
2016,Saharsa,jute,kharif,5607.12,9372.28,1671.5
2016,Madhepura,rice,kharif,2545.25,5712.89,2244.53
2016,Madhepura,wheat,rabi,8390.13,22346.53,2663.43
2016,Madhepura,maize,kharif,3091.02,13500.51,4367.66
2016,Madhepura,sugarcane,rabi,5223.73,219782.91,42073.97
2016,Madhepura,jute,kharif,5673.52,12653.87,2230.34
2016,Khagaria,rice,kharif,4753.5,12056.75,2536.4
2016,Khagaria,wheat,rabi,4525.0,13890.56,3069.74
2016,Khagaria,maize,kharif,3181.77,7815.23,2456.25
2016,Khagaria,sugarcane,rabi,5234.51,344293.16,65773.76
2016,Khagaria,jute,kharif,3711.03,7438.31,2004.38
2016,Begusarai,rice,kharif,2548.9,6048.79,2373.1
2016,Begusarai,wheat,rabi,6664.19,16784.95,2518.68
2016,Begusarai,maize,kharif,3835.51,13451.22,3507.02
2016,Begusarai,sugarcane,rabi,8113.67,512750.65,63195.92
2016,Begusarai,jute,kharif,5263.84,11591.53,2202.11
2016,Samastipur,rice,kharif,2926.06,7345.94,2510.52
2016,Samastipur,wheat,rabi,1179.11,3569.47,3027.25
2016,Samastipur,maize,kharif,1756.02,7361.52,4192.18
2016,Samastipur,sugarcane,rabi,1377.75,85488.07,62048.84
2016,Samastipur,jute,kharif,1797.7,3645.1,2027.65
2016,Vaishali,rice,kharif,4873.8,9181.61,1883.87
2016,Vaishali,wheat,rabi,1064.98,3109.97,2920.22
2016,Vaishali,maize,kharif,4231.64,15533.61,3670.83
2016,Vaishali,sugarcane,rabi,3531.34,224569.49,63593.28
2016,Vaishali,jute,kharif,2717.29,5602.39,2061.76
2016,Saran,rice,kharif,8852.19,18059.78,2040.15
2016,Saran,wheat,rabi,8077.31,26044.53,3224.41
2016,Saran,maize,kharif,7343.16,27653.04,3765.82
2016,Saran,sugarcane,rabi,5388.39,318266.27,59065.23
2016,Saran,jute,kharif,6704.01,11052.09,1648.58
2016,Siwan,rice,kharif,9140.27,23447.19,2565.26
2016,Siwan,wheat,rabi,7991.74,30292.09,3790.42
2016,Siwan,maize,kharif,2747.37,12986.06,4726.72
2016,Siwan,sugarcane,rabi,5426.3,360638.89,66461.27
2016,Siwan,jute,kharif,2378.02,5129.41,2157.01
2016,Gopalganj,rice,kharif,3598.0,8390.47,2331.98
2016,Gopalganj,wheat,rabi,5034.04,14484.07,2877.23
2016,Gopalganj,maize,kharif,8539.56,30490.59,3570.51
2016,Gopalganj,sugarcane,rabi,5506.61,270517.57,49125.94
2016,Gopalganj,jute,kharif,7093.74,14502.94,2044.47
2016,Rohtas,rice,kharif,4332.88,8753.65,2020.28
2016,Rohtas,wheat,rabi,4244.8,13328.98,3140.07
2016,Rohtas,maize,kharif,2189.9,10609.13,4844.57
2016,Rohtas,sugarcane,rabi,7252.05,358641.61,49453.86
2016,Rohtas,jute,kharif,1081.05,2132.45,1972.57
2016,Buxar,rice,kharif,1315.58,2820.26,2143.73
2016,Buxar,wheat,rabi,5615.94,16866.71,3003.36
2016,Buxar,maize,kharif,5447.13,22072.97,4052.22
2016,Buxar,sugarcane,rabi,7110.13,425559.91,59852.64
2016,Buxar,jute,kharif,1277.05,2631.92,2060.94
2016,Kaimur,rice,kharif,1812.87,4178.46,2304.89
2016,Kaimur,wheat,rabi,4685.24,22742.61,4854.1
2016,Kaimur,maize,kharif,6250.48,23013.42,3681.87
2016,Kaimur,sugarcane,rabi,4906.64,284646.51,58012.51
2016,Kaimur,jute,kharif,4188.39,7966.3,1902.0
2016,Bhojpur,rice,kharif,3895.63,9552.65,2452.14
2016,Bhojpur,wheat,rabi,3286.19,10298.87,3133.98
2016,Bhojpur,maize,kharif,2875.45,12459.07,4332.91
2016,Bhojpur,sugarcane,rabi,8840.68,425000.9,48073.31
2016,Bhojpur,jute,kharif,5601.66,10284.46,1835.97
2016,Arwal,rice,kharif,9124.98,20750.74,2274.06
2016,Arwal,wheat,rabi,7682.12,27077.09,3524.69
2016,Arwal,maize,kharif,7795.85,25052.35,3213.55
2016,Arwal,sugarcane,rabi,1667.43,83801.02,50257.53
2016,Arwal,jute,kharif,5849.37,11084.16,1894.93
2016,Jehanabad,rice,kharif,2252.69,6580.73,2921.27
2016,Jehanabad,wheat,rabi,2633.57,7558.69,2870.13
2016,Jehanabad,maize,kharif,7584.81,24914.33,3284.76
2016,Jehanabad,sugarcane,rabi,3189.72,171554.94,53783.74
2016,Jehanabad,jute,kharif,4336.4,9070.14,2091.63
2016,Aurangabad,rice,kharif,5842.72,15217.42,2604.51
2016,Aurangabad,wheat,rabi,3180.93,9437.43,2966.88
2016,Aurangabad,maize,kharif,4551.66,19911.38,4374.53
2016,Aurangabad,sugarcane,rabi,6494.62,331061.95,50974.81
2016,Aurangabad,jute,kharif,2756.57,5597.55,2030.62
2016,Nalanda,rice,kharif,8809.73,24538.2,2785.35
2016,Nalanda,wheat,rabi,6862.02,22628.48,3297.64
2016,Nalanda,maize,kharif,4670.74,16407.25,3512.77
2016,Nalanda,sugarcane,rabi,4181.94,245340.68,58666.72
2016,Nalanda,jute,kharif,1052.23,1671.46,1588.49
2016,Sheikhpura,rice,kharif,5521.63,14645.74,2652.43
2016,Sheikhpura,wheat,rabi,4050.43,15526.35,3833.26
2016,Sheikhpura,maize,kharif,4138.33,15708.74,3795.92
2016,Sheikhpura,sugarcane,rabi,6363.34,353387.6,55534.91
2016,Sheikhpura,jute,kharif,7302.76,18267.21,2501.41
2016,Lakhisarai,rice,kharif,9322.73,18615.26,1996.76
2016,Lakhisarai,wheat,rabi,3298.85,10713.53,3247.65
2016,Lakhisarai,maize,kharif,5242.31,24511.51,4675.71
2016,Lakhisarai,sugarcane,rabi,1482.66,99836.23,67336.09
2016,Lakhisarai,jute,kharif,2209.88,4778.46,2162.32
2016,Jamui,rice,kharif,5558.51,9920.75,1784.78
2016,Jamui,wheat,rabi,3736.99,14740.45,3944.47
2016,Jamui,maize,kharif,6401.82,17822.1,2783.91
2016,Jamui,sugarcane,rabi,2375.98,129595.52,54543.93
2016,Jamui,jute,kharif,6906.16,15242.51,2207.09
2016,Munger,rice,kharif,6861.88,12203.9,1778.51
2016,Munger,wheat,rabi,3474.18,12327.96,3548.46
2016,Munger,maize,kharif,8856.54,31447.82,3550.8
2016,Munger,sugarcane,rabi,2728.38,154623.01,56672.14
2016,Munger,jute,kharif,9362.05,17625.94,1882.7
2016,Banka,rice,kharif,8676.61,18977.87,2187.25
2016,Banka,wheat,rabi,2751.57,7631.81,2773.62
